+----------------------------+-------------+--------------------------------------+-------------------------------------------------------------------------+
|            Name            |    Rarity   |                 Type                 |                                   Link                                  |
|      Shape the Sands       |    Common   |               Instant                | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394690 |
|      Sheltered Aerie       |    Common   |           Enchantment—Aura           | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394691 |
|     Shieldhide Dragon      |   Uncommon  |         Creature—Dragon(3/3)         | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394692 |
|   Shorecrasher Elemental   | Mythic Rare |       Creature—Elemental(3/3)        | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394693 |
|     Sibsig Icebreakers     |    Common   |         Creature—Zombie(2/3)         | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394694 |
|   Sidisi, Undead Vizier    |     Rare    |  LegendaryCreature—ZombieNaga(4/6)   | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394695 |
|     Sidisi's Faithful      |    Common   |       Creature—NagaWizard(0/4)       | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394696 |
|     Sight Beyond Sight     |   Uncommon  |               Sorcery                | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394697 |
|  Sight of the Scalelords   |   Uncommon  |             Enchantment              | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394698 |
|          Silkwrap          |   Uncommon  |             Enchantment              | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394699 |
|     Silumgar Assassin      |     Rare    |     Creature—HumanAssassin(2/1)      | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394700 |
|      Silumgar Butcher      |    Common   |      Creature—ZombieDjinn(3/3)       | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394701 |
|     Silumgar Monument      |   Uncommon  |               Artifact               | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394702 |
|     Silumgar Sorcerer      |   Uncommon  |      Creature—HumanWizard(2/1)       | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394703 |
|    Silumgar Spell-Eater    |   Uncommon  |       Creature—NagaWizard(2/3)       | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394704 |
|     Silumgar's Command     |     Rare    |               Instant                | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394705 |
|      Silumgar's Scorn      |   Uncommon  |               Instant                | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394706 |
|     Skywise Teachings      |   Uncommon  |             Enchantment              | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394707 |
|       Spidersilk Net       |    Common   |          Artifact—Equipment          | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394708 |
|     Sprinting Warbrute     |    Common   |     Creature—OgreBerserker(5/4)      | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394709 |
|    Stampeding Elk Herd     |    Common   |          Creature—Elk(5/5)           | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394710 |
|    Stormcrag Elemental     |   Uncommon  |       Creature—Elemental(5/5)        | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394711 |
|       Stormrider Rig       |   Uncommon  |          Artifact—Equipment          | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394712 |
|      Stormwing Dragon      |   Uncommon  |         Creature—Dragon(3/3)         | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394713 |
|       Stratus Dancer       |     Rare    |       Creature—DjinnMonk(2/1)        | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394714 |
|       Strongarm Monk       |   Uncommon  |       Creature—HumanMonk(3/3)        | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394715 |
|     Student of Ojutai      |    Common   |       Creature—HumanMonk(2/4)        | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394716 |
|       Summit Prowler       |    Common   |          Creature—Yeti(4/3)          | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394717 |
|     Sunbringer's Touch     |     Rare    |               Sorcery                | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394718 |
|      Sunscorch Regent      |     Rare    |         Creature—Dragon(4/3)         | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394719 |
|   Surge of Righteousness   |   Uncommon  |               Instant                | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394720 |
|  Surrak, the Hunt Caller   |     Rare    | LegendaryCreature—HumanWarrior(5/4)  | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394721 |
|           Swamp            |     Land    |           BasicLand—Swamp            | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394722 |
|       Swift Warkite        |   Uncommon  |         Creature—Dragon(4/4)         | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394725 |
|      Taigam's Strike       |    Common   |               Sorcery                | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394726 |
|         Tail Slash         |    Common   |               Instant                | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394727 |
|    Tapestry of the Ages    |   Uncommon  |               Artifact               | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394728 |
|      Territorial Roc       |    Common   |          Creature—Bird(1/3)          | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394729 |
|    Thunderbreak Regent     |     Rare    |         Creature—Dragon(4/4)         | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394730 |
|      Tormenting Voice      |    Common   |               Sorcery                | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394731 |
|         Tread Upon         |    Common   |               Instant                | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394732 |
|         Twin Bolt          |    Common   |               Instant                | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394733 |
|         Ukud Cobra         |   Uncommon  |         Creature—Snake(2/5)          | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394734 |
|       Ultimate Price       |   Uncommon  |               Instant                | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394735 |
|     Updraft Elemental      |    Common   |       Creature—Elemental(1/4)        | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394736 |
|         Vandalize          |    Common   |               Sorcery                | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394737 |
|     Vial of Dragonfire     |    Common   |               Artifact               | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394738 |
|      Virulent Plague       |   Uncommon  |             Enchantment              | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394739 |
|        Void Squall         |   Uncommon  |               Sorcery                | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394740 |
|       Volcanic Rush        |    Common   |               Instant                | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394741 |
|      Volcanic Vision       |     Rare    |               Sorcery                | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394742 |
|       Vulturous Aven       |    Common   |       Creature—BirdShaman(2/3)       | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394743 |
|    Wandering Tombshell     |    Common   |      Creature—ZombieTurtle(1/6)      | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394744 |
|         Warbringer         |   Uncommon  |      Creature—OrcBerserker(3/3)      | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394745 |
|      Youthful Scholar      |   Uncommon  |      Creature—HumanWizard(2/2)       | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394746 |
|       Zephyr Scribe        |    Common   |       Creature—HumanMonk(2/1)        | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394747 |
|     Zurgo Bellstriker      |     Rare    |  LegendaryCreature—OrcWarrior(2/2)   | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394748 |
|   Shorecrasher Elemental   | Mythic Rare |       Creature—Elemental(3/3)        | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394693 |
|     Sibsig Icebreakers     |    Common   |         Creature—Zombie(2/3)         | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394694 |
|   Sidisi, Undead Vizier    |     Rare    |  LegendaryCreature—ZombieNaga(4/6)   | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394695 |
|     Sidisi's Faithful      |    Common   |       Creature—NagaWizard(0/4)       | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394696 |
|     Sight Beyond Sight     |   Uncommon  |               Sorcery                | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394697 |
|  Sight of the Scalelords   |   Uncommon  |             Enchantment              | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394698 |
|          Silkwrap          |   Uncommon  |             Enchantment              | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394699 |
|     Silumgar Assassin      |     Rare    |     Creature—HumanAssassin(2/1)      | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394700 |
|      Silumgar Butcher      |    Common   |      Creature—ZombieDjinn(3/3)       | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394701 |
|     Silumgar Monument      |   Uncommon  |               Artifact               | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394702 |
|     Silumgar Sorcerer      |   Uncommon  |      Creature—HumanWizard(2/1)       | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394703 |
|    Silumgar Spell-Eater    |   Uncommon  |       Creature—NagaWizard(2/3)       | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394704 |
|     Silumgar's Command     |     Rare    |               Instant                | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394705 |
|      Silumgar's Scorn      |   Uncommon  |               Instant                | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394706 |
|     Skywise Teachings      |   Uncommon  |             Enchantment              | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394707 |
|       Spidersilk Net       |    Common   |          Artifact—Equipment          | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394708 |
|     Sprinting Warbrute     |    Common   |     Creature—OgreBerserker(5/4)      | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394709 |
|    Stampeding Elk Herd     |    Common   |          Creature—Elk(5/5)           | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394710 |
|    Stormcrag Elemental     |   Uncommon  |       Creature—Elemental(5/5)        | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394711 |
|       Stormrider Rig       |   Uncommon  |          Artifact—Equipment          | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394712 |
|      Stormwing Dragon      |   Uncommon  |         Creature—Dragon(3/3)         | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394713 |
|       Stratus Dancer       |     Rare    |       Creature—DjinnMonk(2/1)        | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394714 |
|       Strongarm Monk       |   Uncommon  |       Creature—HumanMonk(3/3)        | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394715 |
|     Student of Ojutai      |    Common   |       Creature—HumanMonk(2/4)        | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394716 |
|       Summit Prowler       |    Common   |          Creature—Yeti(4/3)          | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394717 |
|     Sunbringer's Touch     |     Rare    |               Sorcery                | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394718 |
|      Sunscorch Regent      |     Rare    |         Creature—Dragon(4/3)         | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394719 |
|   Surge of Righteousness   |   Uncommon  |               Instant                | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394720 |
|  Surrak, the Hunt Caller   |     Rare    | LegendaryCreature—HumanWarrior(5/4)  | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394721 |
|           Swamp            |     Land    |           BasicLand—Swamp            | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394722 |
|       Swift Warkite        |   Uncommon  |         Creature—Dragon(4/4)         | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394725 |
|      Taigam's Strike       |    Common   |               Sorcery                | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394726 |
|         Tail Slash         |    Common   |               Instant                | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394727 |
|    Tapestry of the Ages    |   Uncommon  |               Artifact               | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394728 |
|      Territorial Roc       |    Common   |          Creature—Bird(1/3)          | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394729 |
|    Thunderbreak Regent     |     Rare    |         Creature—Dragon(4/4)         | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394730 |
|      Tormenting Voice      |    Common   |               Sorcery                | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394731 |
|         Tread Upon         |    Common   |               Instant                | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394732 |
|         Twin Bolt          |    Common   |               Instant                | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394733 |
|         Ukud Cobra         |   Uncommon  |         Creature—Snake(2/5)          | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394734 |
|       Ultimate Price       |   Uncommon  |               Instant                | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394735 |
|     Updraft Elemental      |    Common   |       Creature—Elemental(1/4)        | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394736 |
|         Vandalize          |    Common   |               Sorcery                | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394737 |
|     Vial of Dragonfire     |    Common   |               Artifact               | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394738 |
|      Virulent Plague       |   Uncommon  |             Enchantment              | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394739 |
|        Void Squall         |   Uncommon  |               Sorcery                | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394740 |
|       Volcanic Rush        |    Common   |               Instant                | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394741 |
|      Volcanic Vision       |     Rare    |               Sorcery                | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394742 |
|       Vulturous Aven       |    Common   |       Creature—BirdShaman(2/3)       | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394743 |
|    Wandering Tombshell     |    Common   |      Creature—ZombieTurtle(1/6)      | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394744 |
|         Warbringer         |   Uncommon  |      Creature—OrcBerserker(3/3)      | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394745 |
|      Youthful Scholar      |   Uncommon  |      Creature—HumanWizard(2/2)       | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394746 |
|       Zephyr Scribe        |    Common   |       Creature—HumanMonk(2/1)        | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394747 |
|     Zurgo Bellstriker      |     Rare    |  LegendaryCreature—OrcWarrior(2/2)   | http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394748 |
+----------------------------+-------------+--------------------------------------+-------------------------------------------------------------------------+
